Date,Broj redova,Polarity,Rezultat
2022-06-26 02:00:00,10,0.46064,1
2022-06-26 01:00:00,11,-8.636363636363143e-05,0
2022-06-26 00:00:00,7,-0.13811428571428572,0
2022-06-25 23:00:00,7,0.11159999999999999,0
2022-06-25 22:00:00,10,0.14117,0
2022-06-25 21:00:00,3,0.16965,0
2022-06-25 20:00:00,9,0.07954444444444445,0
2022-06-25 19:00:00,8,0.021543749999999997,0
2022-06-25 18:00:00,10,0.15753,0
2022-06-25 17:00:00,17,0.04391176470588236,0
2022-06-25 16:00:00,8,-0.060725,0
2022-06-25 15:00:00,9,0.10852777777777778,0
2022-06-25 14:00:00,8,0.0721,0
2022-06-25 13:00:00,8,0.07698749999999999,0
2022-06-25 12:00:00,7,0.05002142857142857,0
2022-06-25 11:00:00,4,-0.24555,0
2022-06-25 10:00:00,5,-0.0843,0
2022-06-25 09:00:00,5,0.03555999999999998,0
2022-06-25 08:00:00,3,0.15503333333333333,0
2022-06-25 07:00:00,2,0.0,0
2022-06-25 06:00:00,4,0.2627625,0
2022-06-25 05:00:00,4,0.373575,1
2022-06-25 04:00:00,4,-0.1358,0
2022-06-25 03:00:00,2,0.0,0
2022-06-25 02:00:00,3,0.13535,0
2022-06-25 01:00:00,2,0.2202,0
2022-06-25 00:00:00,5,0.34043,1
2022-06-24 23:00:00,4,-0.021225000000000004,0
2022-06-24 22:00:00,8,0.3964875,1
2022-06-24 21:00:00,8,0.4857,1
2022-06-24 20:00:00,12,-0.09974583333333334,0
2022-06-24 19:00:00,15,0.19705333333333333,0
2022-06-24 18:00:00,15,0.032476666666666675,0
2022-06-24 17:00:00,10,0.164545,0
2022-06-24 16:00:00,9,0.38705,1
2022-06-24 15:00:00,12,0.20186666666666667,0
2022-06-24 14:00:00,7,-0.031214285714285705,0
2022-06-24 13:00:00,10,0.09571000000000002,0
2022-06-24 12:00:00,11,-0.17836818181818181,0
2022-06-24 11:00:00,9,-0.08567222222222222,0
2022-06-24 10:00:00,9,0.1308222222222222,0
2022-06-24 09:00:00,6,0.28118333333333334,1
2022-06-24 08:00:00,3,0.2235,0
2022-06-24 07:00:00,7,-0.02768571428571429,0
2022-06-24 06:00:00,7,0.12442142857142857,0
2022-06-24 05:00:00,5,0.04404,0
2022-06-24 04:00:00,9,0.021994444444444435,0
2022-06-24 03:00:00,8,-0.05369374999999999,0
2022-06-24 02:00:00,4,-0.059575,0
2022-06-24 01:00:00,6,0.18494166666666667,0
2022-06-24 00:00:00,3,0.0827,0
2022-06-23 23:00:00,9,0.23241111111111112,0
2022-06-23 22:00:00,17,0.18798823529411765,0
2022-06-23 21:00:00,16,0.0477125,0
2022-06-23 20:00:00,10,0.08133,0
2022-06-23 19:00:00,11,0.07446363636363636,0
2022-06-23 18:00:00,9,0.05896111111111111,0
2022-06-23 17:00:00,15,0.10866333333333333,0
2022-06-23 16:00:00,12,0.1954125,0
2022-06-23 15:00:00,7,-0.06457857142857142,0
2022-06-23 14:00:00,9,0.15280555555555556,0
2022-06-23 13:00:00,13,0.21662307692307692,0
2022-06-23 12:00:00,11,0.08005909090909093,0
2022-06-23 11:00:00,10,0.179405,0
